Pure ID,Journal ISSN
440928421,1071-9164
440928382,1935-2727
440928339,
440928275,
440928251,
440928227,
440928180,1538-4047
440928076,0268-1161
440928025,
440927990,0031-9155
440927965,
440927739,
440927713,
440927681,1433-7851
440927639,0002-9270
440927612,
440927586,0009-7322
440927555,0270-7306
440927534,
440927472,0887-6185
440927453,0196-0644
440927362,0022-3085
440927328,1047-9511
440927214,0015-0282
440927183,1071-9164
440927154,1662-5161
440927129,0004-0614
440927066,1545-5009
440927040,0172-0643
440927014,0895-8696
440926965,0003-2700
440926904,1941-3289
440926884,1941-3289
440926803,1547-5654
440926778,1058-9813
440926761,0003-2700
440926460,0014-2972
440926428,
440926408,0972-3919
440926326,1556-6811
440926300,
440926277,1878-8750
440926215,0025-6196
440926187,2325-6621
440926164,0268-1161
440926055,1023-3830
440926005,1545-5009
440925964,0300-9572
440925936,2212-1447
440925900,0007-1188
440925872,1999-4915
440925848,2040-3364
440925827,
440925760,0954-0121
440925732,2332-4252
440925679,0009-7322
440925649,1286-4579
440925562,
440925546,
440925512,1471-4906
440925479,0028-0836
440925445,1662-4548
440925424,0002-9378
440925406,0022-1295
440925313,2168-622X
440925287,0002-8177
440925088,1083-3668
440925065,
440924993,
440924967,0022-1767
440924939,1047-3211
440924920,1304-2580
440924900,0738-0577
440924840,1053-8119
440924801,
440924777,
440924757,0022-5347
440924690,0022-1767
440924667,0009-9228
440924638,0069-4827
440924614,0015-0282
440924531,1573-398X
440924488,1878-8750
440924441,0923-7534
440924415,1533-3159
440924323,1554-7914
440924306,0972-3919
440924261,
440924241,2214-4420
440924191,0883-5403
440924168,1522-1946
440923941,0940-6719
440923914,1878-8750
440923894,
440923861,0163-2116
440923816,0972-3919
440923755,1388-9842
440923721,0147-8389
440923697,
440923673,0733-8651
440923649,1000-503X
440923589,1073-449X
440923530,1095-4120
440923488,0884-0431
440923452,
440923397,1940-0632
440923316,0272-9490
440923282,0168-0102
440923203,0195-6108
440922987,0036-5548
440922933,0972-3919
440922898,1522-1946
440922850,1387-2877
440922829,
440922805,0031-3998
440922763,1047-9511
440922730,0735-6757
440922700,0002-9270
440922632,0301-0082
440922566,1464-4096
440922538,0022-1058
440922517,1071-9164
440922447,2213-1779
440922422,1091-255X
440922361,1058-2916
440922344,1096-5645
440922247,0276-3478
440922221,2193-6315
440922186,0002-9149
440922162,
440922124,0378-7346
440922061,0892-6638
440921793,2213-1779
440921734,0195-6108
440921701,0020-1669
440921679,1941-1243
440921628,0957-9672
440921591,0302-2838
440921534,0014-2999
440921487,2212-1447
440921457,1042-8194
440921434,
440921397,0920-1211
440921347,1546-1440
440921093,0039-6060
440921070,0002-9629
440920997,0022-5347
440920975,1076-0512
440920882,0303-8467
440920823,0021-9258
440920785,0146-4760
440920748,0161-6412
440920694,2225-0719
440920646,0025-7974
440920373,0021-9967
440920131,
440920043,0167-8140
440920016,0890-9369
440919970,2332-4252
440919928,1083-3668
440919886,
440919855,0021-9290
440919826,
440919798,0167-5273
440919567,0022-0965
440919537,0022-5223
440919484,1433-7851
440919416,0027-8424
440919346,0022-3476
440919310,1878-8750
440919288,0195-6701
440919241,1740-1445
440919217,
440919190,1058-9813
440919163,0005-7894
440919132,0018-9545
440919101,1053-8119
440919063,1473-0197
440919026,0002-8703
440918797,
440918755,1598-5032
440918733,1522-1946
440918697,
440918666,0009-7330
440918574,0020-7292
440918548,0960-9822
440918524,0741-5206
440918493,0736-4679
440918473,0021-9606
440918403,1941-3289
440918284,0736-4679
440918257,8755-6863
440918207,0009-7322
440918184,0972-3919
440918105,2374-2437
440918007,
440917961,2197-3792
440917897,0146-0404
440917843,1753-4259
440917601,1522-1946
440917578,1878-8750
440917539,0889-1591
440917512,
440917434,0022-5347
440917412,2168-6106
440917355,
440917315,0028-0836
440917214,0194-911X
440917171,1050-2947
440917140,1050-7256
440917110,1078-1439
440917057,2152-2650
440917005,0363-9762
440916979,0161-5505
440916934,1878-8750
440916909,1073-449X
440916865,1071-9164
440916842,
440916794,0077-8923
440916722,0090-4295
440916698,1740-1445
440914494,0190-6011
440914472,0094-2405
440914438,1547-5654
440914334,0009-7322
440914293,0009-7330
440914064,0016-5085
440914034,0885-2014
440913993,0191-9601
440913964,
440913860,1473-4222
440913834,1941-3289
440913793,0002-9149
440913770,0015-0282
440913745,1665-2681
440913719,1878-8750
440913641,1868-8527
440913610,
440913572,
440913555,
440913407,1747-079X
440913381,2035-8385
440913360,
440913289,0021-9738
440913260,0304-3940
440913233,1064-3745
440913158,0967-5868
440913134,0016-5085
440913113,2214-4420
440912848,2159-8274
440912824,2468-1253
440912801,1047-9511
440912681,1533-3167
440912658,1047-9511
440912632,1526-8004
440912583,1551-7489
440912551,1090-7165
440912506,0340-3696
440912481,0021-9193
440912404,1941-3289
440912376,0094-2405
440912350,0317-1671
440912302,0091-3057
440912238,0020-1669
440912203,0172-0643
440912172,0172-0643
440912135,0193-1091
440911897,2214-2509
440911855,0022-3042
440911789,0090-3493
440911758,0163-2116
440911729,1551-7489
440911695,1547-5654
440911664,0090-3493
440911635,0888-0018
440911578,0091-4916
440911555,0026-6620
440911526,0022-3042
440911477,0022-2836
440911448,0148-6071
440911400,1388-9842
440911375,0094-2405
440911342,1747-079X
440911321,0090-4295
440911252,1369-1058
440911226,0272-9490
440911159,0013-9580
440910968,0022-5347
440910892,0732-183X
440910855,0016-5085
440910795,0003-2700
440910754,
440910728,1047-9511
440910652,0914-7187
440910623,0094-2405
440910595,0003-4932
440910538,1931-3128
440910501,0738-0577
440910464,1941-3289
440910438,1083-7159
440910363,2314-6133
440910342,1120-1797
440910317,
440910286,0219-1377
440910245,1941-3289
440910212,0302-2838
440910183,2380-6583
440910157,1522-1946
440909723,0002-8703
440909687,2090-1240
440909662,0303-8467
440909592,0020-7454
440909564,0022-3417
440909527,1067-5027
440909498,
440909251,1079-5014
440909227,1065-9471
440909185,
440909121,1294-9361
440909078,1078-0432
440909026,
440908976,0003-4932
440908951,1545-5009
440908914,0001-6349
440908883,2576-9456
440908843,1076-2752
440908803,0300-9629
440908776,1553-734X
440908737,1747-079X
440908713,2332-4252
440908487,0002-8703
440908442,0890-9369
440908400,0017-9124
440908376,1936-8798
440908348,1087-2108
440908312,0019-509X
440908262,0015-0282
440908213,0016-5107
440908168,1350-4533
440908145,1878-8750
440908103,2322-5718
440908082,0007-1188
440907455,0955-2863
440907399,0172-0643
440907363,1079-0268
440907331,
440907245,
440907216,0022-3573
440906941,1063-5157
440906918,0304-3940
440906793,1535-7163
440906755,
440906629,1941-7640
440906601,
440906286,0094-0143
440906262,0009-9147
440906226,1941-3289
440906195,0957-5243
440906152,0740-9303
440906129,0304-3940
440906084,1941-3289
440906061,0002-9440
440905996,0363-9762
440905957,1878-8750
440905722,0972-3919
440905681,0022-1007
440905658,0736-4679
440905593,1753-0784
440905503,1941-3289
440905480,0301-0082
440905219,
440905169,0966-3274
440905123,2193-7192
440905103,0028-3878
440905044,0894-7317
440905022,0361-803X
440904997,0028-3878
440904975,
440904906,1061-186X
440904875,0002-9149
440904848,
440904780,0009-7322
440904307,1070-3004
440903852,1072-7515
440903812,0194-5998
440903782,
440903527,
440903497,1368-5538
440903468,0724-4983
440903425,
440903367,1201-9712
440903258,2213-3232
440903215,0735-1097
440903160,0264-410X
440903119,1556-6811
440903073,1347-9032
440903006,0013-7227
440902944,2689-3614
440902890,1662-680X
440902860,0270-4137
440902086,0021-9193
440901810,1526-8004
440901769,1758-8340
440901395,0966-6362
440901326,1058-0468
440901082,
440900982,0361-803X
440900738,1878-8750
440900710,0967-5868
440900475,0022-3085
440900450,1538-4101
440900270,0022-5347
440900251,1094-8341
440900180,1540-1405
440900158,1068-9265
440900122,1547-5654
440900096,0013-726X
440900055,
440900016,
440899899,1087-2108
440899750,1673-5374
440899731,1753-1934
440899668,0885-579X
440899560,1878-8750
440899559,
440899506,1540-9996
440899477,
440899444,0022-3751
440899398,
440899369,
440899334,1357-0560
440899312,1442-7591
440899239,1538-4101
440899211,0009-7322
440899186,1294-9361
440899156,1047-9511
440899101,1076-0512
440899077,0069-4827
440899047,
440899022,0015-0282
440890021,
440889891,0163-3864
440888957,1471-4922
440888256,0015-0282
440883882,0039-6060
440883847,1084-4902
440883486,0364-3190
440883192,0268-1161
440882943,2197-3792
440882700,1941-3289
440882331,0256-7040
440881977,1524-5012
440881784,0736-0258
440881721,1533-3159
440881670,1939-5078
440881648,1089-5639
440881594,1040-8703
440881571,0077-8923
440881532,
440881501,0028-0836
440881139,1878-8750
440881095,2152-2650
440880982,0884-0431
440880955,1547-5654
440880818,0887-6924
440880792,0143-4160
440880714,0022-538X
440880691,
440880574,1556-6811
440880554,0275-004X
440880456,
440880417,
440880367,2168-6106
440880337,0014-3022
440880269,0735-1097
440880241,0735-1097
440880185,0022-3085
440880159,1388-9842
440880118,0163-2116
440880050,
440880007,
440879769,0006-8993
440879731,0148-396X
440879708,1538-4101
440879664,
440879634,2213-1779
440879586,1047-9511
440879561,0024-4066
440879476,0003-4975
440879419,1756-5901
440879401,1941-3289
440879379,0065-3411
440879348,0972-3919
440879313,0015-0282
440879272,1522-1946
440879243,0022-1767
440879200,1397-3142
440879177,1522-1946
440879136,0009-7322
440878856,2162-4011
440878757,2168-6068
440878724,0009-8981
440878679,0031-9155
440878650,1534-5807
440878625,1079-5006
440878605,
440878532,0192-0790
440878505,
440878409,
440878142,0732-183X
440878080,0949-8257
440878046,1522-1946
440877986,2152-2650
440877945,1071-9164
440877894,0028-3878
440877873,0020-7454
440877757,0008-543X
440877732,
440877680,1941-3289
440877652,1522-1946
440877619,
440877590,1556-6811
440877553,0022-3042
440877515,
440877482,
440877454,1053-2498
440877417,1294-9361
440877392,0003-2700
440877361,0360-3997
440877281,0002-9343
440877231,1869-3474
440877198,1553-4650
440877169,
440877098,0735-1097
440877077,0363-9762
440877049,
440876875,1051-0443
440876856,1618-2642
440876585,1878-8750
440876547,0012-1606
440876532,
440876445,1941-1243
440876407,1556-6811
440876375,0925-4692
440876335,0360-3016
440876278,0944-5013
440876228,1047-9511
440876204,
440876154,0738-0577
440876129,
440876107,1878-8750
440876013,1547-5271
440875984,0735-1097
440875965,2168-6106
440875914,1540-1405
440875870,0017-8969
440875829,0363-9762
440875810,0021-9355
440875770,1078-1439
440875717,1463-9076
440875602,1662-5099
440875567,0019-9567
440875460,1398-2273
440875428,0742-2822
440874759,0046-8177
440874723,0021-9762
440874689,1353-8020
440874656,1047-9511
440874643,
440874611,
440874587,1525-5050
440874506,2168-6068
440874471,1941-7640
440874403,1328-8067
440874378,1294-9361
440874330,1878-8750
440874282,0736-0266
440874230,0941-4355
440874168,1687-6121
440874139,1471-2253
440873894,1936-8798
440873649,1180-4882
440873587,0148-396X
440873333,
440873072,1078-0432
440872805,0011-2240
440872210,1943-3921
440872044,0022-5347
440871703,1078-1439
440871626,
440871398,0172-0643
440871188,1464-4096
440870994,0022-5347
440870762,0031-9155
440870719,1077-4114
440870673,
440870647,
440870569,1001-0602
440870537,1573-398X
440870516,1058-9813
440870493,1878-8750
440870443,1911-6470
440870415,0091-7435
440870387,
440870285,0021-9258
440870257,1072-7515
440870180,1350-1925
440870155,0004-282X
440870102,0021-9258
440870083,0031-4005
440870016,1540-1405
440869991,1294-9361
440869924,0022-5223
440869896,
440869875,0169-2607
440869849,1097-2765
440869817,1534-5807
440869511,0010-9452
440869416,0270-4137
440869387,1878-8750
440869286,0883-5403
440869245,1540-1405
440869151,0146-0404
440869128,0022-5347
440869080,1388-9842
440869002,1525-4135
440868942,1741-427X
440868892,0272-6386
440868839,
440868789,0002-8703
440868573,0164-212X
440868547,0892-7790
440868518,0967-5868
440868487,
440868446,0148-396X
440868379,1941-3149
440868306,
440868202,
440868166,0172-0643
440868141,0736-4679
440868089,0163-3864
440867830,0009-7322
440867795,1355-6177
440867768,0003-2700
440867733,1590-8577
440867690,0302-2838
440867668,0022-5347
440867638,0930-2794
440867595,0021-972X
440867366,0974-8237
440867339,0161-5505
440867295,0172-0643
440867258,1522-1946
440867230,1940-087X
440867209,
440866698,1942-325X
440866613,0140-0118
440866586,0027-8424
440866359,
440866333,0003-4975
440866275,
440866256,1540-9740
440866215,0017-5749
440866186,0161-5505
440866125,0193-1857
440866098,0269-9931
440865999,1053-8135
440865977,0013-7227
440865947,0009-7322
440865876,0193-1091
440865846,0270-4137
440865823,1547-5654
440865762,0149-5992
440865735,0196-0709
440865716,0025-7974
440865633,
440865600,1553-8389
440865573,0363-9762
440865460,0393-2249
440865425,1074-9357
440865405,
440865117,0960-8923
440865090,1073-449X
440865071,0736-0266
440865001,1076-2752
440864974,1529-9430
440864950,0022-538X
440864859,0969-8051
440864825,
440864795,1558-7673
440864631,
440864596,1941-3149
440864573,1878-8750
440864495,1476-0584
440864452,0304-3940
440864425,0148-396X
440864391,1080-6040
440864289,0002-9629
440864264,0749-596X
440864239,0930-2794
440864217,0363-9762
440864098,1074-7613
440864073,1941-3149
440864052,0021-9967
440864037,
440863928,0002-9440
440863873,
440863854,
440863418,1099-5129
440863378,
440863317,
440863276,0017-9124
440863245,
440863223,0024-3205
440863172,1940-087X
440863107,1542-3565
440862855,0967-5868
440862792,1941-3289
440862720,0741-5400
440862689,
440862636,0740-9303
440862602,0069-4827
440862547,
440862500,1058-9813
440862454,1062-8606
440862402,1464-4096
440862365,1949-0976
440862336,1011-1344
440862310,1747-079X
440862073,0009-2665
440862039,1941-6628
440861964,1526-8004
440861937,0021-9762
440861894,0271-678X
440861814,1878-8750
440861766,1878-8750
440861674,0002-8703
440861613,0015-0282
440861376,0963-0643
440861318,1878-8750
440861288,1294-9361
440861228,2150-1351
440861181,0892-6638
440861158,0002-7863
440861064,0271-5333
440861036,0002-9149
440860951,0031-4005
440860924,
440860866,1294-9361
440860758,
440860710,1524-6175
440860689,0028-3878
440860624,0022-3042
440860604,1294-9361
440860395,1527-2737
440860360,1090-7165
440860313,0027-8424
440859859,1471-2105
440859828,1941-7640
440859747,1553-4650
440859696,0009-7322
440859667,0066-4227
440859644,0914-5087
440859618,0028-3908
440859569,0272-9490
440859540,0094-2405
440859510,0883-5403
440859440,0161-8105
440859396,0147-7447
440859338,1941-9651
440859308,0304-3959
440859282,
440859253,1055-3207
440859127,2046-1402
440858908,0940-6719
440858886,0884-8734
440858841,0393-6384
440858815,0009-7322
440858712,0363-9762
440858667,1878-8750
440858636,0020-1324
440858606,0143-3636
440858578,
440858551,0022-3085
440858517,0889-1591
440858458,
440858410,1071-9164
440858376,0022-5223
440858349,1061-4036
440857121,2214-4420
440857092,0012-1797
440856882,2332-4252
440856845,1999-4915
440856735,1473-0197
440856549,0028-3878
440856505,0009-9201
440856343,1078-1439
440856291,1527-6546
440856178,0022-3166
440855781,0251-5350
440855619,1545-9993
440855598,0028-3878
440855536,1941-7640
440855506,0967-5868
440855474,1747-0277
440855446,2212-1447
440855422,0094-2405
440855327,0753-3322
440855298,1878-8750
440855272,1618-2642
440855213,0270-1960
440855183,
440855166,2223-4683
440855065,1878-8750
440855044,0191-8869
440854329,1741-0541
440854213,
440854172,2152-2650
440854154,0098-7484
440854056,0143-3334
440854020,0268-1161
440853990,1387-2877
440853822,0832-610X
440853800,1759-8478
440853775,0025-7079
440853718,0022-510X
440853649,0022-5347
440853487,0009-7322
440853451,0027-8424
440853365,0743-8346
440853294,2213-1779
440852889,1530-891X
440852786,1387-2877
440852705,1538-5744
440852475,1941-3289
440852437,0004-282X
440852398,2469-9926
440852335,0962-1105
440852309,0022-5347
440852273,2192-5682
440852241,
440852196,
440852147,1532-0456
440852123,1294-9361
440852054,0735-6757
440852015,0360-3016
440851588,
440851558,
440851444,1878-8750
440851395,1359-7345
440851356,0165-1781
440851288,1878-8750
440851245,0091-6749
440851193,
440851151,0735-1097
440851109,1058-4838
440851074,1387-2877
440851010,0002-9343
440850952,1043-1489
440850923,0022-5347
440850881,0039-2499
440850641,0022-3468
440850392,1090-3127
440850170,1526-954X
440850108,0161-5505
440850080,0190-6011
440850052,1935-2727
440850012,1047-9511
440849995,1464-4096
440849979,
440849944,1941-7640
440849902,0197-4580
440849835,0003-4819
440849800,0270-6474
440849735,
440849697,0957-5243
440849657,1078-4519
440849627,0378-7346
440849568,
440849516,
440849440,0276-3478
440849389,
440849223,0735-1097
440849207,0735-1097
440849147,0954-691X
440849118,
440849018,0360-3016
440848975,
440848890,0022-5223
440848867,
440848809,0021-9290
440848777,1547-5654
440848740,
440848695,0022-3085
440848668,1573-398X
440848602,1068-9265
440848571,0025-729X
440848545,0009-9147
440848507,0362-2436
440848457,
440848382,1040-841X
440848331,0891-5849
440848148,
440848110,0009-7322
440847533,0960-7692
440847504,
440847446,2150-1351
440847420,
440847347,2213-2600
440847321,0736-4679
440847136,0004-282X
440847085,2049-0801
440847022,
440846973,1053-8119
440846936,2168-6165
440846885,
440846815,0261-510X
440846769,1473-0197
440846741,0163-4356
440846712,
440846673,1053-2498
440846537,
440846488,0028-3878
440846430,0019-9567
440846398,2249-782X
440846357,
440846334,0952-7907
440846302,0146-0404
440846256,
440846237,2214-4420
440846047,1757-4676
440846030,1050-1738
440845998,0010-3853
440845952,0022-3085
440845926,0363-9762
440845891,0272-6386
440845830,1353-8020
440845715,0090-4295
440845669,0363-9762
440845587,
440845459,1863-2483
440845412,0179-1958
440845122,1010-7940
440844944,2048-7193
440844658,0028-0836
440844622,0960-9822
440844412,0006-8993
440844373,0028-3878
440844137,
440844108,
440844057,0269-3879
440843709,0022-5347
440843609,0261-4189
440843536,0019-9567
440843360,
440843299,0017-9124
440843148,0024-9297
440842791,0733-8619
440842763,1534-7362
440842741,1740-1445
440842677,
440842647,1473-2130
440842629,0039-7911
440842611,0972-3919
440842521,1046-5928
440842493,0020-1669
440842470,0094-5145
440842448,1759-9954
440842395,0735-6757
440842358,1071-9164
440842338,1078-0998
440842281,0026-6620
440842254,0022-4790
440842229,1869-3474
440842131,
440842101,1078-1439
440842074,1350-9047
440841989,
440841962,0002-9513
440841942,2329-9185
440841881,0967-5868
440841842,
440841818,0969-2126
440841724,
440841635,0300-9572
440841592,1941-1243
440841566,0021-9762
440841515,
440841423,0940-6719
440841380,0002-9270
440841345,1879-8500
440841308,1940-087X
440841212,0002-9629
440841181,0022-3751
440841155,0028-3878
440841131,1547-5271
440841094,0002-9378
440841045,1097-6256
440841017,1386-1425
440840988,0172-0643
440840962,0039-6060
440840887,1525-5050
440840860,0301-1623
440840842,
440840780,1053-8119
440840665,1078-0998
440840404,0970-1591
440840374,0741-5400
440840280,1073-1911
440840252,1522-1946
440840124,0363-9762
440840096,1474-0338
440840022,0027-8424
440840000,1547-5654
440839932,1869-3474
440839902,
440839792,1547-5654
440839768,0910-8327
440839717,1522-1946
440839693,1618-2642
440839642,1089-5639
440839617,0146-4760
440839587,1074-7613
440839483,
440839461,0002-9149
440839421,0002-9149
440839375,1936-8798
440839333,1053-8119
440839283,0967-5868
440839235,
440839180,0172-0643
440839155,2212-1447
440839117,1099-498X
440839087,0958-0670
440838998,1582-1838
440838964,0163-3864
440838940,0735-1631
440838853,1077-4114
440838814,0022-3085
440838784,0735-1097
440838724,1878-8750
440838698,
440838663,1930-7381
440838554,1065-9471
440838534,1175-0561
440838509,
440838410,1932-7501
440838384,0276-3478
440838362,0375-9393
440838269,0003-2654
440838239,1941-3289
440838216,0889-857X
440838159,1535-9778
440838126,
440838045,0020-7454
440838016,0004-282X
440837970,
440837905,
440837858,0360-3016
440837804,0190-6011
440837775,1878-8750
440837676,2152-2650
440837630,2576-9456
440837547,
440837506,1071-9164
440837478,1619-7070
440837438,1069-6563
440837379,1749-5016
440837350,2163-0755
440837321,1522-1946
440837284,
440837247,0315-162X
440837215,0002-9149
440837179,0277-4208
440837141,0896-6273
440837068,1058-0468
440836959,0302-2838
440836899,0363-6135
440836875,0010-8545
440836835,1360-9947
440836807,0014-4886
440836741,1076-0512
440836723,0003-2700
440836653,0271-6798
440836631,1071-9164
440836591,0031-3998
440836562,1936-0851
440836516,
440836487,
440836454,0735-6757
440836399,0887-8994
440836349,1054-1500
440836329,0738-3991
440836281,0039-6060
440836248,
440836206,0972-3919
440836184,1045-2257
440836130,0889-1591
440836097,1756-4646
440836028,1053-2498
440835999,1941-9651
440835929,1078-8956
440835910,0003-6951
440835749,1662-4548
440835726,0891-3668
440835633,0735-1097
440835565,2212-1447
440835516,1522-1946
440835452,0892-7790
440835390,1077-260X
440835348,2213-1779
440835331,1941-3289
440835298,0317-1671
440835274,1473-0197
440835224,1355-8382
440835205,1067-991X
440835136,0741-5206
440835108,
440834851,0938-7994
440834824,
440834570,0883-5403
440834532,1878-8750
440834109,2161-2129
440834068,
440833812,2576-9456
440833798,
440833528,0022-5347
440833502,0967-5868
440833189,1055-3290
440833114,0360-3016
440832970,0163-4356
440832884,0145-4455
440832810,1677-5538
440832753,1936-8798
440832480,1878-8750
440832446,2326-6066
440832415,0027-8424
440832399,0272-9490
440832189,0003-4975
440832174,0391-9013
440832149,1941-3289
440832120,0025-7079
440832097,1911-6470
440832071,1876-1399
440832047,2193-6315
440831986,0742-2822
440831960,0363-9762
440831932,0020-7292
440831900,0021-9533
440831879,1878-8750
440831769,2468-0249
440831745,1463-9076
440831725,0028-3878
440831705,1043-0679
440831612,2223-4683
440831586,1347-9032
440831563,0022-3085
440831478,0024-7758
440831454,
440831431,1047-9511
440831389,
440831362,0008-543X
440831321,0009-8981
440831292,0172-0643
440831267,0272-9490
440831246,1471-0056
440831215,0022-1295
440831173,0894-9867
440831134,1477-9226
440831115,0736-6205
440831080,0022-4804
440831046,1878-8750
440830996,1047-8477
440830960,1397-3142
440830928,0009-9120
440830893,
440830842,0742-2822
440830817,1522-0443
440830715,1365-7852
440830687,1095-6433
440830604,0027-8424
440830570,
440830486,0027-8424
440830368,1747-079X
440830342,1754-6168
440830293,0167-594X
440830242,0163-3864
440830214,
440830154,1522-1946
440830004,1069-6563
440829949,0303-8467
440829927,0190-9622
440829851,0094-2405
440829826,0022-2895
440829768,
440829734,1350-1925
440829573,0002-9378
440829549,1047-9511
440829493,0317-1671
440829465,1933-7191
440829381,2152-2650
440829360,
440829301,1936-878X
440829261,0172-0643
440829239,0036-8075
440829149,1937-8688
440829118,1522-1946
440829089,0363-9762
440828941,1535-9476
440828918,2512-8442
440828897,1546-2501
440828783,1522-1946
440828756,1078-1439
440828712,1541-5457
440828685,2152-2650
440828635,1525-5050
440828604,
440828526,1294-9361
440828503,1878-8750
440828451,0016-5107
440828386,1474-7596
440828321,1941-9651
440828302,2005-6737
440828242,
440828215,
440828168,2152-2650
440828085,0022-2828
440828064,0306-4522
440828008,1941-3289
440827978,0813-4839
440827890,0022-5223
440827854,0737-7037
440827821,0364-2313
440827802,0016-5085
440827773,0009-8981
440827752,
440827712,
440827697,
440827630,
440827607,0021-9258
440827509,
440827472,1522-1946
440827368,1368-5538
440827339,2193-6315
440827258,1946-6234
440827110,2095-5138
440827042,0146-4760
440826973,0003-4932
440826927,0003-4975
440826883,2326-5191
440826859,
440826824,2197-3792
440826801,1941-1243
440826676,0036-8075
440826642,0362-4803
440826615,
440826589,1053-8135
440826453,0022-5347
440826424,1443-9506
440826389,
440826381,0003-9993
440826344,1949-8349
440826285,
440826263,0018-9294
440826226,
440826203,0022-1767
440826120,0009-2614
440826097,
440826062,0022-3417
440826040,0967-5868
440825900,1878-8750
440825876,1435-9448
440825849,0363-9762
440825832,2214-4420
440825766,0031-3955
440825740,0899-7071
440825710,1553-4650
440825687,1078-1439
440825561,0020-7454
440825530,1759-4812
440825500,1040-2446
440825484,0001-4842
440825409,2152-2650
440825372,1878-8750
440825353,0031-4005
440825330,0022-538X
440825265,1871-5206
440825241,1064-0266
440825220,0002-9270
440825205,1687-6121
440825152,2168-6106
440825130,1533-001X
440825079,0967-5868
440825055,0362-2436
440825001,0269-9370
440824974,0143-4160
440824853,1473-4222
440824833,0031-9023
440824758,0317-1671
440824738,0015-0282
440824669,0894-4105
440824649,0364-0213
440824584,
440824562,1054-1500
440824480,0002-8703
440824435,0095-1137
440824399,
440824376,1059-1311
440824283,1540-1405
440824262,0735-6757
440824202,0002-9149
440824170,0363-0188
440822645,1828-0447
440822527,0094-2405
440822378,0100-879X
440822265,1747-079X
440822016,0009-7322
440821935,1878-8750
440821868,1474-7596
440821806,1538-4721
440821743,1471-2407
440821695,0301-2115
440821659,0007-0963
440821608,0360-3016
440821562,1078-1439
440821533,1388-9842
440821504,1553-7366
440821366,0025-6196
440821341,1878-8750
440821287,
440821265,0883-0738
440821211,0021-9258
440821192,0016-5085
440821163,2168-6149
440821066,1879-4068
440821019,1551-7489
440820969,1878-8750
440820926,2325-8292
440820892,1522-1946
440820839,0027-8424
440820772,0019-9567
440820723,1047-3211
440820696,0317-1671
440820656,0895-7061
440820618,1040-8363
440820583,0172-0643
440820538,1155-5645
440820490,1662-4548
440820411,0272-9490
440820348,1941-7640
440820315,0195-6663
440820288,0363-9762
440820205,1551-7144
440820144,0735-1097
440820114,1474-905X
440820096,0278-2715
440820016,
440819990,0003-4975
440819928,2006-0165
440819898,1535-7163
440819706,0272-6386
440819685,0390-6078
440819600,0003-4975
440819550,1074-8407
440819512,0268-1080
440819497,1941-3289
440819421,0378-5866
440819391,1936-8798
440819321,1522-1946
440819303,0172-0643
440819244,1064-7449
440819215,1529-7535
440819157,1279-7707
440819131,1878-8750
440819077,1047-9511
440819039,0002-9149
440819000,1547-5654
440818972,
440818862,0197-4580
440818835,
440818815,0028-0836
440818697,0143-3636
440818663,1935-2727
440818644,0272-6386
440818460,
440818435,
440818411,
440818235,1546-9530
440818202,
440818172,0888-8809
440818154,1534-5807
440818027,
440818005,
440817981,1551-7489
440817959,0039-6060
440817790,8755-6863
440817759,0914-8779
440817726,
440817713,
440817570,0736-0266
440817545,0172-0643
440817520,1525-7797
440817499,2168-6106
440817415,0002-9149
440817387,0340-6717
440817365,
440817348,0738-0577
440817272,1055-9965
440817231,0004-282X
440817192,
440817154,0002-9270
440817130,1547-5654
440817015,1878-8750
440816988,
440816953,1522-1946
440816930,1522-1946
440816780,
440816752,0008-5472
440816720,0022-538X
440816695,0363-8715
440816563,
440816534,0974-2700
440816508,1072-7515
440816271,
440816069,0021-9738
440816046,1533-3159
440815920,0277-0008
440815898,0094-6354
440814973,1087-2108
440814911,2329-6933
440814884,1359-7345
440814796,
440814758,1550-7033
440814611,
440814456,0360-3016
440814429,1040-872X
440814404,1072-7515
440814291,0022-5347
440814249,0022-5223
440814219,1747-079X
440814126,1464-4096
440814106,0021-9258
440814084,0969-9961
435984463,
435011645,1040-2446
435011480,1552-5260
435011373,
435011331,0898-9621
435011251,1070-5295
435011209,
435011171,0009-7322
435011147,0020-5907
435011036,1473-0502
435011000,0105-2896
435010969,0740-3194
435010941,
435010907,
435010867,
435010837,
435010806,0020-7136
435010747,
435010712,1092-4388
435010668,
435010624,1554-8627
435010559,0278-4297
435010512,1071-9091
435010446,1545-5009
435010392,1080-6032
435010354,1547-5654
435010324,0003-9993
435010274,
435010239,0198-8859
435010133,
435010089,2639-1856
435010002,0360-3016
435009959,1931-5244
435009933,
429896954,
429896265,1544-1873
429896190,
429896151,2159-8274
429896058,0002-9629
429896009,1355-6037
429895981,
429895831,1096-7176
429895774,0735-1631
429895608,2666-6367
429895440,1070-8022
429895353,
429895238,2666-6359
429895159,1074-7613
429895125,2366-004X
429895078,
429895020,
429894985,
429894930,1018-8827
429894888,0012-1606
429894851,
429894774,
429894710,
429894689,1473-2130
429894598,
429894564,2380-6583
429894537,0022-5223
429894470,2095-4700
429894419,
429894378,
429894294,1535-6108
429894231,0361-8609
429894207,1076-0512
429894053,2380-6583
429894025,0098-7484
429894000,
429893928,
429893757,
429893728,
429893675,
429893610,2374-2437
429893572,
429893410,
429893375,
